"","year","geography","grade","N","vax","value","percent_surveyed","survey_type"
"917","2012-13","Oklahoma","Kindergarten",56943,"polio","90.6",95.5,"Census"
"918","2016-17","Oklahoma","Kindergarten",52184,"polio",NA,0,"Census"
"919","2017-18","Oklahoma","Kindergarten",53898,"polio","93.7",92.1,"Census (public). voluntary response (private)"
"920","2018-19","Oklahoma","Kindergarten",54806,"polio","93.0",92.1,"Census (public). voluntary response (private)"
"921","2021-22","Oklahoma","Kindergarten",54042,"varicella","95.5",84.3,"Vol. response"
"922","2020-21","Oklahoma","Kindergarten",52656,"varicella","96.1",90,"Census (public). voluntary response (private)"
"923","2022-23","Oklahoma","Kindergarten",52548,"mmr","89.6",89.5,"Census (pub.), vol. response (pvt.)"
"924","2022-23","Oklahoma","Kindergarten",52548,"varicella","94.6",89.5,"Census (pub.), vol. response (pvt.)"
"925","2022-23","Oklahoma","Kindergarten",52548,"dtap","90.0",89.5,"Census (pub.), vol. response (pvt.)"
"926","2013-14","Rhode Island","Kindergarten",11521,"mmr","95.1",99.1,"Census"
"927","2014-15","Rhode Island","Kindergarten",11163,"mmr","95.7",98.9,"Census"
"928","2009-10","Rhode Island","Kindergarten",11818,"mmr","92.1",11.6,"Random sample"
"929","2010-11","Rhode Island","Kindergarten",NA,"mmr",NA,NA,NA
"930","2011-12","Rhode Island","Kindergarten",12552,"mmr","91.7",13.9,"2-stage Cluster Sample"
"931","2012-13","Rhode Island","Kindergarten",12552,"mmr","94.2",75.2,"Voluntary Response"
"932","2015-16","Rhode Island","Kindergarten",11165,"mmr","96.4",100,"Census"
"933","2016-17","Rhode Island","Kindergarten",11100,"mmr","95.1",98.4,"Census"
"934","2017-18","Rhode Island","Kindergarten",11025,"mmr","96.4",100,"Census"
"935","2018-19","Rhode Island","Kindergarten",10964,"mmr","97.4",100,"Census"
"936","2019-20","Rhode Island","Kindergarten",11219,"mmr","97.7",98.5,"Census"
"937","2020-21","Rhode Island","Kindergarten",10402,"mmr","97.0",93,"Census"
"938","2016-17","Rhode Island","Kindergarten",11100,"dtap","95.6",98.4,"Census"
"939","2014-15","Rhode Island","Kindergarten",11163,"dtap","96.1",98.9,"Census"
"940","2015-16","Rhode Island","Kindergarten",11165,"dtap","96.8",100,"Census"
"941","2010-11","Rhode Island","Kindergarten",NA,"dtap",NA,NA,NA
"942","2011-12","Rhode Island","Kindergarten",12552,"dtap","93.4",13.9,"2-stage Cluster Sample"
"943","2012-13","Rhode Island","Kindergarten",12552,"dtap","95.2",75.2,"Voluntary Response"
"944","2013-14","Rhode Island","Kindergarten",11521,"dtap","96.0",99.1,"Census"
"945","2017-18","Rhode Island","Kindergarten",11025,"dtap","96.2",100,"Census"
"946","2019-20","Rhode Island","Kindergarten",11219,"dtap","97.4",98.5,"Census"
"947","2018-19","Rhode Island","Kindergarten",10964,"dtap","97.4",100,"Census"
"948","2020-21","Rhode Island","Kindergarten",10402,"dtap","96.8",93,"Census"
"949","2021-22","Rhode Island","Kindergarten",11002,"dtap","97.0",96.9,"Census"
"950","2012-13","Rhode Island","Kindergarten",12552,"varicella",NA,75.2,"Voluntary Response"
"951","2013-14","Rhode Island","Kindergarten",11521,"varicella",NA,99.1,"Census"
"952","2014-15","Rhode Island","Kindergarten",11163,"varicella",NA,98.9,"Census"
"953","2015-16","Rhode Island","Kindergarten",11165,"varicella",NA,100,"Census"
"954","2011-12","Rhode Island","Kindergarten",12552,"varicella",NA,13.9,"2-stage Cluster Sample"
"955","2019-20","Rhode Island","Kindergarten",11219,"varicella","NReq",98.5,"Census"
"956","2020-21","Rhode Island","Kindergarten",10402,"varicella","NReq",93,"Census"
"957","2011-12","Rhode Island","Kindergarten",12552,"polio","92.6",13.9,"2-stage Cluster Sample"
"958","2009-10","Rhode Island","Kindergarten",11818,"polio","90.1",11.6,"Random sample"
"959","2010-11","Rhode Island","Kindergarten",NA,"polio",NA,NA,NA
"960","2018-19","Rhode Island","Kindergarten",10964,"hep_b","98.3",100,"Census"
"961","2019-20","Rhode Island","Kindergarten",11219,"hep_b","98.5",98.5,"Census"
"962","2020-21","Rhode Island","Kindergarten",10402,"hep_b","98.3",93,"Census"
"963","2021-22","Rhode Island","Kindergarten",11002,"hep_b","98.0",96.9,"Census"
"964","2017-18","Rhode Island","Kindergarten",11025,"hep_b","97.6",100,"Census"
"965","2009-10","Rhode Island","Kindergarten",11818,"varicella","86.9",11.6,"Random sample"
"966","2021-22","Rhode Island","Kindergarten",11002,"varicella","NReq",96.9,"Census"
"967","2009-10","Rhode Island","Kindergarten",11818,"varicella",NA,11.6,"Random sample"
"968","2010-11","Rhode Island","Kindergarten",NA,"varicella",NA,NA,NA
"969","2014-15","Rhode Island","Kindergarten",11163,"varicella","95.4",98.9,"Census"
"970","2010-11","Rhode Island","Kindergarten",NA,"varicella",NA,NA,NA
"971","2011-12","Rhode Island","Kindergarten",12552,"varicella","91.3",13.9,"2-stage Cluster Sample"
"972","2012-13","Rhode Island","Kindergarten",12552,"varicella","94.2",75.2,"Voluntary Response"
"973","2013-14","Rhode Island","Kindergarten",11521,"varicella","94.7",99.1,"Census"
"974","2009-10","Rhode Island","Kindergarten",11818,"dtap","90.3",11.6,"Random sample"
"975","2021-22","Rhode Island","Kindergarten",11002,"mmr","97.3",96.9,"Census"
"976","2021-22","Rhode Island","Kindergarten",11002,"varicella","97.0",96.9,"Census"
"977","2020-21","Rhode Island","Kindergarten",10402,"varicella","96.7",93,"Census"
"978","2023-24","Rhode Island","Kindergarten",10539,"mmr","97.1",97.8,"Census"
"979","2023-24","Rhode Island","Kindergarten",10539,"dtap","96.9",97.8,"Census"
"980","2023-24","Rhode Island","Kindergarten",10539,"varicella","NReq",97.8,"Census"
"981","2023-24","Rhode Island","Kindergarten",10539,"varicella","96.6",97.8,"Census"
"982","2023-24","Rhode Island","Kindergarten",10539,"hep_b","97.9",97.8,"Census"
"983","2023-24","Rhode Island","Kindergarten",10539,"polio","96.7",97.8,"Census"
"984","2023-24","Rhode Island","Kindergarten",10539,"varicella","96.6",97.8,"Census"
"985","2019-20","Rhode Island","Kindergarten",11219,"polio","97.5",98.5,"Census"
"986","2016-17","Rhode Island","Kindergarten",11100,"varicella","94.8",98.4,"Census"
"987","2015-16","Rhode Island","Kindergarten",11165,"varicella","96.0",100,"Census"
"988","2017-18","Rhode Island","Kindergarten",11025,"varicella","96.0",100,"Census"
"989","2018-19","Rhode Island","Kindergarten",10964,"varicella","97.0",100,"Census"
"990","2019-20","Rhode Island","Kindergarten",11219,"varicella","97.0",98.5,"Census"
"991","2020-21","Rhode Island","Kindergarten",10402,"varicella","96.7",93,"Census"
"992","2009-10","Rhode Island","Kindergarten",11818,"hep_b","92.8",11.6,"Random sample"
"993","2021-22","Rhode Island","Kindergarten",11002,"varicella","97.0",96.9,"Census"
"994","2011-12","Rhode Island","Kindergarten",12552,"hep_b","93.1",13.9,"2-stage Cluster Sample"
"995","2010-11","Rhode Island","Kindergarten",NA,"hep_b",NA,NA,NA
"996","2012-13","Rhode Island","Kindergarten",12552,"hep_b","98.0",75.2,"Voluntary Response"
"997","2013-14","Rhode Island","Kindergarten",11521,"hep_b","98.1",99.1,"Census"
"998","2016-17","Rhode Island","Kindergarten",11100,"hep_b","97.6",98.4,"Census"
"999","2014-15","Rhode Island","Kindergarten",11163,"hep_b","97.7",98.9,"Census"
"1000","2015-16","Rhode Island","Kindergarten",11165,"hep_b","98.1",100,"Census"
"1001","2018-19","Rhode Island","Kindergarten",10964,"polio","97.6",100,"Census"
"1002","2017-18","Rhode Island","Kindergarten",11025,"polio","96.3",100,"Census"
"1003","2016-17","Rhode Island","Kindergarten",11100,"polio","95.8",98.4,"Census"
"1004","2012-13","Rhode Island","Kindergarten",12552,"polio","95.5",75.2,"Voluntary Response"
"1005","2013-14","Rhode Island","Kindergarten",11521,"polio","96.0",99.1,"Census"
"1006","2014-15","Rhode Island","Kindergarten",11163,"polio","96.2",98.9,"Census"
"1007","2015-16","Rhode Island","Kindergarten",11165,"polio","97.0",100,"Census"
"1008","2020-21","Rhode Island","Kindergarten",10402,"polio","96.9",93,"Census"
"1009","2021-22","Rhode Island","Kindergarten",11002,"polio","97.1",96.9,"Census"
"1010","2022-23","Vermont","Kindergarten",5816,"varicella","NReq",100,"Census"
"1011","2022-23","Vermont","Kindergarten",5816,"dtap","92.8",100,"Census"
"1012","2022-23","Vermont","Kindergarten",5816,"varicella","92.6",100,"Census"
"1013","2022-23","Vermont","Kindergarten",5816,"hep_b","95.3",100,"Census"
"1014","2022-23","Vermont","Kindergarten",5816,"varicella","92.6",100,"Census"
"1015","2022-23","Vermont","Kindergarten",5816,"polio","92.8",100,"Census"
"1016","2022-23","Vermont","Kindergarten",5816,"mmr","93.1",100,"Census"
"1017","2022-23","Delaware","Kindergarten",10674,"polio","94.0",9.7,"Stratified 2-stage cluster sample"
"1018","2022-23","Delaware","Kindergarten",10674,"varicella","94.0",9.7,"Stratified 2-stage cluster sample"
"1019","2022-23","Delaware","Kindergarten",10674,"hep_b","95.6",9.7,"Stratified 2-stage cluster sample"
"1020","2022-23","Delaware","Kindergarten",10674,"varicella","94.0",9.7,"Stratified 2-stage cluster sample"
"1021","2022-23","Delaware","Kindergarten",10674,"mmr","95.1",9.7,"Stratified 2-stage cluster sample"
"1022","2022-23","Delaware","Kindergarten",10674,"varicella","NReq",9.7,"Stratified 2-stage cluster sample"
"1023","2022-23","Delaware","Kindergarten",10674,"dtap","93.8",9.7,"Stratified 2-stage cluster sample"
"1024","2023-24","Delaware","Kindergarten",11043,"mmr","93.8",11.5,"Stratified 2-stage cluster sample"
"1025","2021-22","Delaware","Kindergarten",11181,"varicella","95.7",9.5,"Stratified 2-stage cluster sample"
"1026","2020-21","Delaware","Kindergarten",10587,"varicella","95.3",9.2,"Stratified 2-stage cluster sample"
"1027","2023-24","Delaware","Kindergarten",11043,"polio","93.8",11.5,"Stratified 2-stage cluster sample"
"1028","2023-24","Delaware","Kindergarten",11043,"hep_b","93.8",11.5,"Stratified 2-stage cluster sample"
"1029","2023-24","Delaware","Kindergarten",11043,"varicella","93.8",11.5,"Stratified 2-stage cluster sample"
"1030","2023-24","Delaware","Kindergarten",11043,"varicella","NReq",11.5,"Stratified 2-stage cluster sample"
"1031","2023-24","Delaware","Kindergarten",11043,"dtap","93.8",11.5,"Stratified 2-stage cluster sample"
"1032","2015-16","Delaware","Kindergarten",11589,"varicella",NA,9.5,"Stratified 2-stage cluster sample"
"1033","2014-15","Delaware","Kindergarten",11476,"varicella",NA,7.9,"Stratified 2-stage cluster sample"
"1034","2013-14","Delaware","Kindergarten",11997,"varicella",NA,12.2,"Stratified  2-stage cluster sample"
"1035","2012-13","Delaware","Kindergarten",11997,"varicella",NA,7.8,"2-stage Cluster Sample"
"1036","2011-12","Delaware","Kindergarten",11327,"varicella",NA,7.4,"2-stage Cluster Sample"
"1037","2020-21","Delaware","Kindergarten",10587,"varicella","NReq",9.2,"Stratified 2-stage cluster sample"
"1038","2019-20","Delaware","Kindergarten",NA,"varicella","NReq",NA,"Not Conducted"
"1039","2010-11","Delaware","Kindergarten",NA,"varicella",NA,NA,NA
"1040","2009-10","Delaware","Kindergarten",11327,"varicella",NA,9.2,"Random sample"
"1041","2015-16","Delaware","Kindergarten",11589,"varicella","97.6",9.5,"Stratified 2-stage cluster sample"
"1042","2014-15","Delaware","Kindergarten",11476,"varicella","97.7",7.9,"Stratified 2-stage cluster sample"
"1043","2013-14","Delaware","Kindergarten",11997,"varicella","96.4",12.2,"Stratified  2-stage cluster sample"
"1044","2012-13","Delaware","Kindergarten",11997,"varicella","95.7",7.8,"2-stage Cluster Sample"
"1045","2011-12","Delaware","Kindergarten",11327,"varicella","96.9",7.4,"2-stage Cluster Sample"
"1046","2010-11","Delaware","Kindergarten",NA,"varicella",NA,NA,NA
"1047","2021-22","Delaware","Kindergarten",11181,"varicella","NReq",9.5,"Stratified 2-stage cluster sample"
"1048","2009-10","Delaware","Kindergarten",11327,"varicella","89.0",9.2,"Random sample"
"1049","2011-12","Delaware","Kindergarten",11327,"polio","96.9",7.4,"2-stage Cluster Sample"
"1050","2010-11","Delaware","Kindergarten",NA,"polio",NA,NA,NA
"1051","2009-10","Delaware","Kindergarten",11327,"polio","89.4",9.2,"Random sample"
"1052","2020-21","Delaware","Kindergarten",10587,"hep_b","92.9",9.2,"Stratified 2-stage cluster sample"
"1053","2021-22","Delaware","Kindergarten",11181,"hep_b","98.1",9.5,"Stratified 2-stage cluster sample"
"1054","2018-19","Delaware","Kindergarten",10798,"hep_b","98.5",9.5,"Stratified 2-stage cluster sample"
"1055","2019-20","Delaware","Kindergarten",NA,"hep_b","NReq",NA,"Not Conducted"
"1056","2020-21","Delaware","Kindergarten",10587,"dtap","94.9",9.2,"Stratified 2-stage cluster sample"
"1057","2021-22","Delaware","Kindergarten",11181,"dtap","96.4",9.5,"Stratified 2-stage cluster sample"
"1058","2018-19","Delaware","Kindergarten",10798,"dtap","97.8",9.5,"Stratified 2-stage cluster sample"
"1059","2019-20","Delaware","Kindergarten",NA,"dtap",NA,NA,"Not Conducted"
"1060","2016-17","Delaware","Kindergarten",11490,"hep_b","98.9",9.3,"Stratified 2-stage cluster sample"
"1061","2017-18","Delaware","Kindergarten",10988,"hep_b","97.9",9.5,"Stratified 2-stage cluster sample"
"1062","2015-16","Delaware","Kindergarten",11589,"hep_b","99.0",9.5,"Stratified 2-stage cluster sample"
"1063","2014-15","Delaware","Kindergarten",11476,"hep_b","97.5",7.9,"Stratified 2-stage cluster sample"
"1064","2013-14","Delaware","Kindergarten",11997,"hep_b","96.4",12.2,"Stratified  2-stage cluster sample"
"1065","2012-13","Delaware","Kindergarten",11997,"hep_b","95.7",7.8,"2-stage Cluster Sample"
"1066","2011-12","Delaware","Kindergarten",11327,"hep_b","96.9",7.4,"2-stage Cluster Sample"
"1067","2016-17","Delaware","Kindergarten",11490,"varicella","98.2",9.3,"Stratified 2-stage cluster sample"
"1068","2020-21","Delaware","Kindergarten",10587,"varicella","95.3",9.2,"Stratified 2-stage cluster sample"
"1069","2019-20","Delaware","Kindergarten",NA,"varicella",NA,NA,"Not Conducted"
"1070","2018-19","Delaware","Kindergarten",10798,"varicella","97.6",9.5,"Stratified 2-stage cluster sample"
"1071","2017-18","Delaware","Kindergarten",10988,"varicella","96.7",9.5,"Stratified 2-stage cluster sample"
"1072","2009-10","Delaware","Kindergarten",11327,"hep_b","88.9",9.2,"Random sample"
"1073","2021-22","Delaware","Kindergarten",11181,"varicella","95.7",9.5,"Stratified 2-stage cluster sample"
"1074","2010-11","Delaware","Kindergarten",NA,"hep_b",NA,NA,NA
"1075","2017-18","Delaware","Kindergarten",10988,"dtap","96.9",9.5,"Stratified 2-stage cluster sample"
"1076","2016-17","Delaware","Kindergarten",11490,"dtap","98.7",9.3,"Stratified 2-stage cluster sample"
"1077","2015-16","Delaware","Kindergarten",11589,"dtap","98.0",9.5,"Stratified 2-stage cluster sample"
"1078","2014-15","Delaware","Kindergarten",11476,"dtap","97.7",7.9,"Stratified 2-stage cluster sample"
"1079","2020-21","Delaware","Kindergarten",10587,"mmr","95.7",9.2,"Stratified 2-stage cluster sample"
"1080","2019-20","Delaware","Kindergarten",NA,"mmr",NA,NA,"Not Conducted"
"1081","2018-19","Delaware","Kindergarten",10798,"mmr","97.8",9.5,"Stratified 2-stage cluster sample"
"1082","2017-18","Delaware","Kindergarten",10988,"mmr","96.7",9.5,"Stratified 2-stage cluster sample"
"1083","2013-14","Delaware","Kindergarten",11997,"dtap","96.4",12.2,"Stratified  2-stage cluster sample"
"1084","2012-13","Delaware","Kindergarten",11997,"dtap","95.7",7.8,"2-stage Cluster Sample"
"1085","2011-12","Delaware","Kindergarten",11327,"dtap","96.9",7.4,"2-stage Cluster Sample"
"1086","2010-11","Delaware","Kindergarten",NA,"dtap",NA,NA,NA
"1087","2009-10","Delaware","Kindergarten",11327,"dtap","89.6",9.2,"Random sample"
"1088","2021-22","Delaware","Kindergarten",11181,"mmr","96.4",9.5,"Stratified 2-stage cluster sample"
"1089","2016-17","Delaware","Kindergarten",11490,"mmr","98.5",9.3,"Stratified 2-stage cluster sample"
"1090","2015-16","Delaware","Kindergarten",11589,"mmr","97.6",9.5,"Stratified 2-stage cluster sample"
"1091","2014-15","Delaware","Kindergarten",11476,"mmr","97.8",7.9,"Stratified 2-stage cluster sample"
"1092","2013-14","Delaware","Kindergarten",11997,"mmr","96.4",12.2,"Stratified  2-stage cluster sample"
"1093","2012-13","Delaware","Kindergarten",11997,"mmr","95.7",7.8,"2-stage Cluster Sample"
"1094","2011-12","Delaware","Kindergarten",11327,"mmr","96.9",7.4,"2-stage Cluster Sample"
"1095","2010-11","Delaware","Kindergarten",NA,"mmr",NA,NA,NA
"1096","2009-10","Delaware","Kindergarten",11327,"mmr","89.7",9.2,"Random sample"
"1097","2023-24","Delaware","Kindergarten",11043,"varicella","93.8",11.5,"Stratified 2-stage cluster sample"
"1098","2018-19","Delaware","Kindergarten",10798,"polio","98.1",9.5,"Stratified 2-stage cluster sample"
"1099","2019-20","Delaware","Kindergarten",NA,"polio",NA,NA,"Not Conducted"
"1100","2017-18","Delaware","Kindergarten",10988,"polio","97.1",9.5,"Stratified 2-stage cluster sample"
"1101","2016-17","Delaware","Kindergarten",11490,"polio","99.4",9.3,"Stratified 2-stage cluster sample"
"1102","2015-16","Delaware","Kindergarten",11589,"polio","98.2",9.5,"Stratified 2-stage cluster sample"
"1103","2014-15","Delaware","Kindergarten",11476,"polio","98.2",7.9,"Stratified 2-stage cluster sample"
"1104","2013-14","Delaware","Kindergarten",11997,"polio","96.4",12.2,"Stratified  2-stage cluster sample"
"1105","2012-13","Delaware","Kindergarten",11997,"polio","95.7",7.8,"2-stage Cluster Sample"
"1106","2021-22","Delaware","Kindergarten",11181,"polio","97.1",9.5,"Stratified 2-stage cluster sample"
"1107","2020-21","Delaware","Kindergarten",10587,"polio","95.9",9.2,"Stratified 2-stage cluster sample"
"1108","2019-20","Mississippi","Kindergarten",37870,"polio","99.1",100,"Census"
"1109","2020-21","Mississippi","Kindergarten",34028,"polio","98.9",100,"Census"
"1110","2021-22","Mississippi","Kindergarten",36524,"polio","98.6",100,"Census"
"1111","2018-19","Mississippi","Kindergarten",37775,"polio","99.2",100,"Census"
"1112","2016-17","Mississippi","Kindergarten",40509,"polio","99.4",100,"Census"
"1113","2017-18","Mississippi","Kindergarten",39284,"polio","99.4",100,"Census"
"1114","2015-16","Mississippi","Kindergarten",41042,"polio","99.4",100,"Census"
"1115","2014-15","Mississippi","Kindergarten",44129,"polio","99.2",100,"Census"
"1116","2013-14","Mississippi","Kindergarten",45719,"polio","99.7",100,"Census"
"1117","2012-13","Mississippi","Kindergarten",46595,"polio","99.9",100,"Census"
"1118","2020-21","Mississippi","Kindergarten",34028,"varicella","98.9",100,"Census"
"1119","2021-22","Mississippi","Kindergarten",36524,"varicella","98.6",100,"Census"
"1120","2015-16","Mississippi","Kindergarten",41042,"dtap","99.4",100,"Census"
"1121","2014-15","Mississippi","Kindergarten",44129,"dtap","99.2",100,"Census"
"1122","2016-17","Mississippi","Kindergarten",40509,"dtap","99.4",100,"Census"
"1123","2009-10","Mississippi","Kindergarten",46922,"dtap","99.7",100,"Census"
"1124","2021-22","Mississippi","Kindergarten",36524,"mmr","98.6",100,"Census"
"1125","2016-17","Mississippi","Kindergarten",40509,"mmr","99.4",100,"Census"
"1126","2019-20","Mississippi","Kindergarten",37870,"mmr","99.1",100,"Census"
"1127","2020-21","Mississippi","Kindergarten",34028,"mmr","98.9",100,"Census"
"1128","2017-18","Mississippi","Kindergarten",39284,"mmr","99.4",100,"Census"
"1129","2018-19","Mississippi","Kindergarten",37775,"mmr","99.2",100,"Census"
"1130","2013-14","Mississippi","Kindergarten",45719,"dtap","99.7",100,"Census"
"1131","2012-13","Mississippi","Kindergarten",46595,"dtap","99.9",100,"Census"
"1132","2011-12","Mississippi","Kindergarten",44912,"dtap","99.2",100,"Census"
"1133","2010-11","Mississippi","Kindergarten",NA,"dtap",NA,NA,NA
"1134","2015-16","Mississippi","Kindergarten",41042,"mmr","99.4",100,"Census"
"1135","2014-15","Mississippi","Kindergarten",44129,"mmr","99.2",100,"Census"
"1136","2013-14","Mississippi","Kindergarten",45719,"mmr","99.7",100,"Census"
"1137","2012-13","Mississippi","Kindergarten",46595,"mmr","99.9",100,"Census"
"1138","2011-12","Mississippi","Kindergarten",44912,"mmr","99.2",100,"Census"
"1139","2010-11","Mississippi","Kindergarten",NA,"mmr",NA,NA,NA
"1140","2009-10","Mississippi","Kindergarten",46922,"mmr","99.7",100,"Census"
"1141","2022-23","Mississippi","Kindergarten",36048,"dtap","98.4",100,"Census"
"1142","2022-23","Mississippi","Kindergarten",36048,"hep_b","98.4",100,"Census"
"1143","2022-23","Mississippi","Kindergarten",36048,"varicella","98.4",100,"Census"
"1144","2022-23","Mississippi","Kindergarten",36048,"polio","98.4",100,"Census"
"1145","2022-23","Mississippi","Kindergarten",36048,"varicella","98.4",100,"Census"
"1146","2022-23","Mississippi","Kindergarten",36048,"mmr","98.4",100,"Census"
"1147","2022-23","Mississippi","Kindergarten",36048,"varicella","NReq",100,"Census"
"1148","2022-23","New Hampshire","Kindergarten",11332,"varicella","NReq",100,"Census"
"1149","2022-23","New Hampshire","Kindergarten",11332,"mmr","89.4",100,"Census"
"1150","2022-23","New Hampshire","Kindergarten",11332,"dtap","89.4",100,"Census"
"1151","2022-23","New Hampshire","Kindergarten",11332,"hep_b","89.4",100,"Census"
"1152","2022-23","New Hampshire","Kindergarten",11332,"varicella","89.4",100,"Census"
"1153","2022-23","New Hampshire","Kindergarten",11332,"polio","89.4",100,"Census"
"1154","2022-23","New Hampshire","Kindergarten",11332,"varicella","89.4",100,"Census"
"1155","2019-20","Oregon","Kindergarten",45959,"polio","92.8",100,"Census"
"1156","2018-19","Oregon","Kindergarten",45870,"polio","92.7",100,"Census"
"1157","2017-18","Oregon","Kindergarten",45818,"polio","92.7",100,"Census"
"1158","2016-17","Oregon","Kindergarten",45705,"polio","93.5",100,"Census"
"1159","2012-13","Oregon","Kindergarten",47102,"polio","93.6",100,"Census"
"1160","2013-14","Oregon","Kindergarten",47649,"polio","93.3",100,"Census"
"1161","2014-15","Oregon","Kindergarten",46229,"polio","94.0",100,"Census"
"1162","2015-16","Oregon","Kindergarten",45531,"polio","93.7",100,"Census"
"1163","2020-21","Oregon","Kindergarten",39568,"polio","92.0",100,"Census"
"1164","2021-22","Oregon","Kindergarten",41538,"polio","92.3",100,"Census"
"1165","2011-12","Oregon","Kindergarten",45855,"polio","94.0",100,"Census"
"1166","2014-15","Oregon","Kindergarten",46229,"dtap","93.8",100,"Census"
"1167","2015-16","Oregon","Kindergarten",45531,"dtap","93.5",100,"Census"
"1168","2016-17","Oregon","Kindergarten",45705,"dtap","93.2",100,"Census"
"1169","2013-14","Oregon","Kindergarten",47649,"mmr","93.2",100,"Census"
"1170","2014-15","Oregon","Kindergarten",46229,"mmr","94.1",100,"Census"
"1171","2009-10","Oregon","Kindergarten",44676,"mmr","94.4",100,"Census"
"1172","2010-11","Oregon","Kindergarten",NA,"mmr",NA,NA,NA
"1173","2011-12","Oregon","Kindergarten",45855,"mmr","94.0",100,"Census"
"1174","2012-13","Oregon","Kindergarten",47102,"mmr","93.5",100,"Census"
"1175","2021-22","Oregon","Kindergarten",41538,"varicella","94.7",100,"Census"
"1176","2009-10","Oregon","Kindergarten",44676,"varicella","NReq",100,"Census"
"1177","2010-11","Oregon","Kindergarten",NA,"varicella",NA,NA,NA
"1178","2011-12","Oregon","Kindergarten",45855,"varicella","NReq",100,"Census"
"1179","2012-13","Oregon","Kindergarten",47102,"varicella","NReq",100,"Census"
"1180","2013-14","Oregon","Kindergarten",47649,"varicella","NReq",100,"Census"
"1181","2014-15","Oregon","Kindergarten",46229,"varicella","NReq",100,"Census"
"1182","2017-18","Oregon","Kindergarten",45818,"varicella","94.4",100,"Census"
"1183","2018-19","Oregon","Kindergarten",45870,"varicella","94.3",100,"Census"
"1184","2017-18","Oregon","Kindergarten",45818,"dtap","92.4",100,"Census"
"1185","2021-22","Oregon","Kindergarten",41538,"dtap","92.0",100,"Census"
"1186","2020-21","Oregon","Kindergarten",39568,"dtap","91.6",100,"Census"
"1187","2018-19","Oregon","Kindergarten",45870,"dtap","92.4",100,"Census"
"1188","2019-20","Oregon","Kindergarten",45959,"dtap","92.6",100,"Census"
"1189","2009-10","Oregon","Kindergarten",44676,"varicella","95.2",100,"Census"
"1190","2010-11","Oregon","Kindergarten",NA,"varicella",NA,NA,NA
"1191","2015-16","Oregon","Kindergarten",45531,"mmr","93.9",100,"Census"
"1192","2016-17","Oregon","Kindergarten",45705,"mmr","93.8",100,"Census"
"1193","2020-21","Oregon","Kindergarten",39568,"mmr","92.7",100,"Census"
"1194","2019-20","Oregon","Kindergarten",45959,"mmr","93.4",100,"Census"
"1195","2018-19","Oregon","Kindergarten",45870,"mmr","93.0",100,"Census"
"1196","2017-18","Oregon","Kindergarten",45818,"mmr","93.2",100,"Census"
"1197","2021-22","Oregon","Kindergarten",41538,"mmr","93.0",100,"Census"
"1198","2009-10","Oregon","Kindergarten",44676,"dtap","93.9",100,"Census"
"1199","2010-11","Oregon","Kindergarten",NA,"dtap",NA,NA,NA
"1200","2011-12","Oregon","Kindergarten",45855,"dtap","93.7",100,"Census"
"1201","2012-13","Oregon","Kindergarten",47102,"dtap","93.4",100,"Census"
"1202","2013-14","Oregon","Kindergarten",47649,"dtap","93.3",100,"Census"
"1203","2021-22","Oregon","Kindergarten",41538,"varicella","NReq",100,"Census"
"1204","2009-10","Oregon","Kindergarten",44676,"hep_b","95.0",100,"Census"
"1205","2023-24","Oregon","Kindergarten",39568,"varicella","93.9",100,"Census"
"1206","2023-24","Oregon","Kindergarten",39568,"polio","91.1",100,"Census"
"1207","2023-24","Oregon","Kindergarten",39568,"hep_b","92.9",100,"Census"
"1208","2023-24","Oregon","Kindergarten",39568,"varicella","NReq",100,"Census"
"1209","2023-24","Oregon","Kindergarten",39568,"varicella","93.9",100,"Census"
"1210","2023-24","Oregon","Kindergarten",39568,"dtap","90.5",100,"Census"
"1211","2023-24","Oregon","Kindergarten",39568,"mmr","91.2",100,"Census"
"1212","2011-12","Oregon","Kindergarten",45855,"hep_b","94.6",100,"Census"
"1213","2010-11","Oregon","Kindergarten",NA,"hep_b",NA,NA,NA
"1214","2012-13","Oregon","Kindergarten",47102,"hep_b","94.3",100,"Census"
"1215","2013-14","Oregon","Kindergarten",47649,"hep_b","93.5",100,"Census"
"1216","2016-17","Oregon","Kindergarten",45705,"hep_b","93.7",100,"Census"
"1217","2014-15","Oregon","Kindergarten",46229,"hep_b","93.9",100,"Census"
"1218","2015-16","Oregon","Kindergarten",45531,"hep_b","93.7",100,"Census"
"1219","2015-16","Oregon","Kindergarten",45531,"varicella","NReq",100,"Census"
"1220","2020-21","Oregon","Kindergarten",39568,"varicella","NReq",100,"Census"
"1221","2019-20","Oregon","Kindergarten",45959,"varicella","NReq",100,"Census"
"1222","2009-10","Oregon","Kindergarten",44676,"polio","94.3",100,"Census"
"1223","2010-11","Oregon","Kindergarten",NA,"polio",NA,NA,NA
"1224","2021-22","Oregon","Kindergarten",41538,"hep_b","93.8",100,"Census"
"1225","2020-21","Oregon","Kindergarten",39568,"hep_b","94.0",100,"Census"
"1226","2019-20","Oregon","Kindergarten",45959,"hep_b","93.3",100,"Census"
"1227","2018-19","Oregon","Kindergarten",45870,"hep_b","93.1",100,"Census"
"1228","2017-18","Oregon","Kindergarten",45818,"hep_b","93.3",100,"Census"
"1229","2012-13","Oregon","Kindergarten",47102,"varicella","94.5",100,"Census"
